CUST_ID;PHONE;CONTACTS
C11922;+1 302-213-2574;0
C11924;+1 210-323-5609;3
C11925;+1 213-564-0235;3
C11926;+1 628-304-3457;3
C11927;+1 207-585-7042;1
C11928;+1 212-998-3349;0
C11929;+1 219-219-4689;1
C11930;+1 520-947-8542;3
C11931;+1 313-717-6820;3
C11932;+1 326-608-2279;1
C11933;+1 214-490-7557;0
C11934;+1 212-484-2114;2
C11935;+1 219-293-5172;3
C11936;+1 951-329-7633;1
C11937;+1 208-442-3614;0
C11938;+1 229-233-9779;0
C11939;+1 240-381-2326;0
C11940;+1 202-548-7931;0
C11941;+1 209-926-5438;1
C11942;+1 248-465-2068;1
C11943;+1 234-984-6416;2
C11944;+1 603-414-7468;2
C11945;+1 213-650-3817;0
C11946;+1 617-940-5097;3
C11947;+1 207-587-7856;1
C11948;+1 305-206-1461;3
C11949;+1 203-677-2603;3
C11950;+1 214-403-9780;3
C11951;+1 223-489-5234;0
C11952;+1 305-486-0397;3
C11953;+1 505-566-1842;2
C11954;+1 415-636-0582;0
C11955;+1 207-587-5341;1
C11956;+1 417-230-5947;2
C11957;+1 920-959-6128;0
C11958;+1 909-994-3880;1
C11959;+1 320-723-1677;3
C11960;+1 224-306-8690;2
C11961;+1 228-913-7732;3
C11962;+1 719-825-2029;2
C11963;+1 218-808-5257;2
C11964;+1 341-222-5598;3
C11965;+1 216-353-6679;0
C11966;+1 219-837-9771;2
C11967;+1 417-749-4716;3
C11968;+1 507-627-3633;1
C11969;+1 406-931-4833;1
C11970;+1 434-680-7830;3
C11971;+1 409-231-3216;0
C11972;+1 302-958-3471;1
C11973;+1 301-319-8602;1
C11974;+1 205-467-3811;3
C11975;+1 469-422-4576;0
C11976;+1 520-276-2630;2
C11977;+1 309-443-3084;2
C11978;+1 216-490-1483;2
C11979;+1 210-968-9904;2
C11980;+1 425-659-4680;3
C11981;+1 352-746-7212;2
C11982;+1 219-428-7892;2
C11983;+1 302-552-0067;3
C11984;+1 541-326-3611;3
C11985;+1 608-854-0411;0
C11986;+1 704-547-1303;1
C11987;+1 319-288-4306;2
C11988;+1 205-424-2640;3
C11989;+1 212-894-2272;2
C11990;+1 207-780-7688;2
C11991;+1 303-837-0224;2
C11992;+1 207-754-4485;2
C11993;+1 401-481-2396;0
C11994;+1 248-464-4464;2
C11995;+1 320-778-4301;2
C11996;+1 405-201-2348;2
C11997;+1 406-788-6349;1
C11998;+1 220-871-1833;1
C11999;+1 213-203-1398;0
C12000;+1 504-598-0097;3
C12001;+1 501-360-8737;0
C12002;+1 219-441-0432;3
C12004;+1 325-619-6255;1
C12005;+1 225-757-3820;2
C12006;+1 206-967-5846;2
C12007;+1 234-862-6892;0
C12008;+1 332-595-5979;0
C12009;+1 520-579-0321;3
C12010;+1 252-868-1433;1
C12011;+1 318-450-4772;1
C12012;+1 509-587-9730;3
C12013;+1 206-608-4480;2
C12014;+1 224-522-3343;0
C12015;+1 239-359-7232;1
C12016;+1 617-262-4105;0
C12017;+1 220-689-4342;0
C12018;+1 212-738-5041;3
C12019;+1 347-444-4183;1
C12020;+1 410-532-2340;1
C12021;+1 201-868-2839;0
C12022;+1 571-805-0727;2
C12023;+1 423-294-6065;0
C12024;+1 319-252-7307;3
C12025;+1 201-797-4480;2
C12026;+1 440-474-4360;0
C12027;+1 220-446-8248;2
C12028;+1 469-746-7962;2
C12029;+1 317-685-5285;1
C12030;+1 208-358-5589;1
C12031;+1 203-425-6162;0
C12032;+1 212-948-9676;2
C12033;+1 205-432-4724;0
C12034;+1 209-446-3953;3
C12035;+1 231-240-3939;0
C12036;+1 217-821-6336;0
C12037;+1 412-847-6423;2
C12038;+1 929-393-4255;2
C12039;+1 218-633-7738;0
C12040;+1 928-883-2414;3
C12041;+1 319-687-5075;0
C12042;+1 321-573-7729;0
C12043;+1 380-681-5262;1
C12044;+1 520-311-8294;3
C12045;+1 301-752-1920;1
C12046;+1 217-983-2261;0
C12047;+1 534-318-7497;2
C12048;+1 210-468-9014;2
C12049;+1 302-302-7239;1
C12050;+1 210-694-4861;1
C12051;+1 212-966-5144;3
C12052;+1 224-447-3359;1
C12053;+1 320-248-9744;0
C12054;+1 220-380-5810;2
C12055;+1 212-358-1747;3
C12056;+1 341-510-5270;3
C12057;+1 234-730-2601;1
C12058;+1 207-543-9782;0
C12059;+1 231-992-9142;1
C12060;+1 603-975-5410;2
C12061;+1 225-931-4489;3
C12062;+1 202-588-7392;0
C12063;1 216-557-9249;3
C12064;+1 326-231-7781;2
C12065;+1 409-223-4882;2
C12066;+1 210-836-4584;0
C12067;+1 508-245-1949;3
C12068;+1 209-518-1795;1
C12069;+1 210-333-8999;3
C12070;+1 321-826-9183;1
C12071;+1 202-970-7759;2
C12072;+1 229-486-6797;2
C12073;+1 385-294-1683;1
C12074;+1 929-267-0519;1
C12075;+1 216-326-6637;1
C12076;+1 212-623-1338;0
C12077;+1 413-457-5293;0
C12078;+1 417-206-5274;2
C12079;+1 202-384-5727;0
C12080;+1 272-542-1452;0
C12081;+1 317-839-9378;0
C12082;+1 659-491-4010;1
C12083;+1 458-286-8712;0
C12084;+1 412-340-4255;1
C12085;+1 256-838-8257;0
C12086;+1 320-220-6822;3
C12087;+1 209-995-1857;1
C12088;+1 228-617-5748;2
C12089;+1 520-819-0528;0
C12090;+1 308-806-3891;0
C12091;+1 203-978-9847;2
C12092;+1 303-467-0608;1
C12093;+1 223-805-3304;2
C12094;+1 934-375-4124;3
C12095;+1 208-205-6369;0
C12096;+1 203-555-9833;1
C12097;+1 205-779-6074;1
C12098;+1 309-557-6781;3
C12099;+1 424-287-3125;3
C12100;+1 518-671-6358;0
C12101;+1 210-763-3298;1
C12102;+1 234-910-7253;0
C12103;+1 203-423-4741;0
C12104;+1 229-262-9207;2
C12105;+1 410-336-0467;2
C12107;+1 207-747-1602;2
C12108;+1 205-379-3974;0
C12109;+1 207-686-8894;3
C12110;+1 309-316-9930;2
C12111;+1 214-356-1515;3
C12112;+1 214-852-5915;3
C12113;+1 419-538-7810;2
C12114;+1 651-397-6608;0
C12115;+1 339-698-4414;1
C12116;+1 207-556-5578;1
C12117;+1 325-756-1897;1
C12118;+1 313-570-5902;3
C12119;+1 336-632-7944;1
C12120;+1 678-465-0751;3
C12121;+1 215-835-3640;3
C12122;+1 417-864-0258;0
C12124;+1 315-852-1499;1
C12125;+1 309-786-2861;1
C12127;+1 224-600-4155;3
C12128;+1 520-637-2316;0
C12129;+1 502-332-8934;2
C12130;+1 303-309-8878;3
C12131;+1 352-696-6239;2
C12132;+1 206-815-8935;3
C12133;+1 203-416-6393;0
C12134;+1 206-280-2118;2
C12135;+1 206-327-4743;2
C12136;+1 518-598-9533;2
C12137;+1 213-206-6247;2
C12138;+1 205-875-6780;3
C12139;+1 216-261-5729;3
C12140;+1 213-829-5676;1
C12141;+1 302-789-2241;0
C12142;+1 209-480-2218;0
C12143;+1 214-243-6117;2
C12144;+1 725-527-2686;3
C12145;+1 202-361-1494;3
C12146;+1 214-944-3324;3
C12147;+1 678-424-2163;3
C12148;+1 507-541-9910;3
C12149;+1 314-499-3791;0
C12150;+1 541-289-8680;2
C12151;+1 443-426-5690;2
C12152;+1 339-700-6489;2
C12153;+1 248-495-9885;2
C12154;+1 207-760-5529;1
C12155;+1 225-286-6043;1
C12156;+1 213-670-4749;1
C12157;+1 424-424-3743;2
C12158;+1 520-215-5249;3
C12159;+1 334-402-0984;2
C12160;+1 240-716-6560;1
C12161;+1 229-413-3569;2
C12162;+1 520-979-5561;3
C12163;+1 406-685-8038;3
C12164;+1 412-784-7951;2
C12165;+1 704-325-5825;0
C12166;+1 217-976-9300;1
C12167;+1 316-803-7613;1
C12168;+1 308-343-9394;0
C12169;+1 229-273-9814;2
C12170;+1 231-462-0571;3
C12171;+1 423-454-8405;2
C12172;+1 606-452-1020;3
C12173;+1 210-472-4067;0
C12174;+1 208-240-8447;1
C12175;+1 216-594-9063;0
C12176;+1 321-534-7579;0
C12177;+1 404-288-1338;2
C12178;+1 351-725-6273;2
C12179;+1 215-406-4700;2
C12180;+1 231-500-3216;1
C12181;+1 234-578-8838;3
C12182;+1 321-288-3869;2
C12183;+1 346-247-3847;0
C12184;+1 520-682-2701;3
C12185;+1 205-559-9412;0
C12186;+1 316-350-8388;3
C12187;+1 321-505-6152;0
C12188;+1 316-493-3449;2
C12189;+1 404-867-5981;0
C12190;+1 206-878-5739;2
C12191;+1 208-332-4570;1
C12192;+1 303-304-6023;3
C12194;+1 201-668-2711;1
C12195;+1 219-806-8331;0
C12196;+1 231-682-0744;3
C12197;+1 207-233-5108;1
C12198;+1 321-708-7201;0
C12199;+1 216-703-6681;0
C12200;+1 231-427-4217;1
C12201;+1 201-387-6886;2
C12202;+1 423-282-3650;3
C12203;+1 239-537-4896;1
C12204;+1 281-822-9100;3
C12205;+1 301-245-4107;0
C12206;+1 415-447-5194;3
C12207;+1 586-234-4818;0
C12208;+1 435-695-0898;3
C12209;+1 229-690-8639;3
C12210;+1 341-882-2993;2
C12211;+1 205-351-9164;2
C12212;+1 620-242-3036;1
C12213;+1 516-999-2732;0
C12214;+1 208-725-9705;2
C12215;+1 425-637-3634;2
C12216;+1 509-298-1261;3
C12217;+1 225-219-3884;2
C12218;+1 631-777-0432;2
C12219;+1 216-208-8484;0
C12220;+1 234-500-5528;0
C12221;+1 214-780-8051;2
C12222;+1 224-400-4080;1
C12223;+1 302-771-0571;1
C12224;+1 904-993-6136;3
C12225;+1 313-601-3524;2
C12226;+1 312-430-6373;3
C12227;+1 419-977-7381;3
C12228;+1 423-825-3860;3
C12229;+1 318-976-8673;1
C12230;+1 313-410-3097;2
C12231;+1 325-739-2650;1
C12232;+1 351-351-8312;2
C12233;+1 240-499-2646;1
C12234;+1 614-811-1106;1
C12235;+1 319-273-3918;0
C12236;+1 225-999-3373;1
C12237;+1 208-851-6129;2
C12238;+1 203-404-8433;2
C12239;+1 601-855-6375;2
C12240;+1 228-720-5719;2
C12241;+1 210-390-6758;2
C12242;+1 309-386-0634;2
C12243;+1 208-820-1190;3
C12244;+1 208-681-9653;0
C12246;+1 201-782-4260;0
C12247;+1 406-411-2589;1
C12248;+1 307-648-7224;0
C12249;+1 731-566-8478;1
C12250;+1 201-522-4750;3
C12251;+1 315-246-6742;1
C12252;+1 318-580-0012;0
C12253;+1 501-495-5049;0
C12254;+1 314-255-5483;3
C12255;+1 279-751-9354;2
C12256;+1 320-641-5749;0
C12257;+1 314-676-4402;0
C12258;+1 254-889-4737;0
C12260;+1 423-925-5904;2
C12261;+1 339-757-6959;3
C12262;+1 801-810-1864;0
C12263;+1 435-868-3539;0
C12264;+1 620-638-8205;0
C12265;+1 417-924-5541;3
C12266;+1 413-531-6268;1
C12267;+1 218-584-6435;3
C12268;+1 205-579-4029;0
C12269;+1 217-378-8711;0
C12270;+1 380-267-8399;1
C12271;+1 209-330-9188;0
C12272;+1 205-427-1702;3
C12273;+1 410-902-4413;2
C12274;+1 424-910-9191;2
C12275;+1 301-221-9723;2
C12276;+1 605-226-1518;2
C12277;+1 228-973-4906;0
C12278;+1 215-294-1854;2
C12279;+1 234-833-9140;2
C12280;+1 220-715-1113;2
C12281;+1 714-458-8262;3
C12282;+1 318-364-1900;0
C12283;+1 224-395-4492;1
C12284;+1 405-997-5076;1
C12285;+1 219-847-2596;0
C12286;+1 313-817-9522;0
C12287;+1 207-593-5140;0
C12288;+1 540-854-0402;2
C12289;+1 321-831-2983;2
C12291;+1 515-617-8918;1
C12292;+1 208-324-9237;2
C12293;+1 218-484-7139;2
C12294;+1 314-483-5334;0
C12295;+1 281-760-6150;1
C12296;+1 715-484-7617;3
C12297;+1 224-578-6901;1
C12298;+1 909-411-6132;3
C12299;+1 248-911-5573;2
C12300;+1 248-349-8048;1
C12301;+1 313-235-1575;2
C12302;+1 229-344-9888;1
C12303;+1 303-341-6400;1
C12304;+1 406-611-2535;0
C12305;+1 341-769-2059;2
C12306;+1 303-521-6819;1
C12307;+1 760-438-0409;1
C12308;+1 551-938-0371;2
C12309;+1 215-668-0643;3
C12310;+1 608-642-6680;1
C12311;+1 205-256-0486;1
C12312;+1 321-308-1938;0
C12313;+1 304-473-9872;2
C12314;+1 223-322-9046;1
C12315;+1 220-910-9332;3
C12316;+1 214-224-5849;2
C12317;+1 223-406-6737;0
C12318;+1 203-473-8096;3
C12319;+1 614-949-7514;2
C12320;+1 206-401-5536;0
C12321;+1 218-738-1571;2
C12322;+1 207-325-2728;3
C12323;+1 351-804-9123;0
C12324;+1 302-976-6200;1
C12325;+1 217-414-4808;0
C12326;+1 551-254-2290;0
C12327;+1 202-388-4372;1
C12329;+1 216-928-7609;3
C12330;+1 518-987-7049;1
C12331;+1 405-762-9424;2
C12332;+1 220-947-9489;0
C12333;+1 217-447-1145;2
C12334;+1 320-914-8804;0
C12335;+1 302-678-3469;1
C12336;+1 405-885-7018;1
C12337;+1 209-736-4812;0
C12338;+1 419-548-3029;0
C12339;+1 301-379-2201;3
C12340;+1 504-225-9811;3
C12341;+1 205-738-9207;1
C12342;+1 223-600-0275;3
C12343;+1 326-386-8095;2
C12344;+1 309-244-9618;1
C12345;+1 425-380-9540;3
C12346;+1 215-746-1134;2
C12347;+1 209-321-6248;1
C12348;+1 203-839-5649;2
C12349;+1 252-532-7660;3
C12350;+1 203-598-0929;0
C12351;+1 314-767-6734;2
C12352;+1 347-521-5680;0
C12353;+1 417-473-5319;1
C12354;+1 209-935-3913;2
C12355;+1 240-604-6314;2
C12356;+1 209-399-8919;2
C12357;+1 314-454-4386;0
C12358;+1 207-752-6343;2
C12359;+1 215-885-3446;1
C12360;+1 303-432-4914;0
C12361;+1 352-802-5661;3
C12362;+1 608-311-2839;1
C12363;+1 406-604-8877;1
C12364;+1 517-962-6458;0
C12365;+1 301-718-5455;0
C12366;+1 629-420-8697;3
C12367;+1 215-586-2069;0
C12368;+1 202-508-3065;1
C12369;+1 316-436-3524;0
C12370;+1 337-813-7569;0
C12371;+1 326-409-9702;3
C12372;+1 267-894-7751;0
C12373;+1 218-656-9676;3
C12374;+1 214-805-2957;2
C12375;+1 205-548-0924;1
C12376;+1 425-711-9000;0
C12377;+1 409-739-0789;1
C12378;+1 234-655-7509;2
C12381;+1 201-932-7850;1
C12382;+1 217-565-0068;1
C12383;+1 216-517-0873;2
C12384;+1 212-446-7489;3
C12385;+1 315-726-0472;3
C12386;+1 205-235-9214;3
C12387;+1 323-700-6687;2
C12388;+1 419-856-9133;1
C12389;+1 216-501-2416;1
C12390;+1 213-686-3293;1
C12391;+1 817-629-5339;2
C12392;+1 223-780-0717;3
C12393;+1 321-407-5391;2
C12394;+1 509-953-5162;2
C12395;+1 321-347-6659;2
C12396;+1 657-942-9606;0
C12397;+1 616-869-3659;0
C12398;+1 725-730-2476;2
C12399;+1 209-687-1770;0
C12400;+1 305-475-0376;1
C12401;+1 218-835-8500;1
C12402;+1 512-757-4814;0
C12403;+1 205-312-8920;1
C12404;+1 240-913-7796;3
C12405;+1 201-737-3518;1
C12406;+1 313-848-7685;1
C12407;+1 253-691-8630;3
C12408;+1 281-898-5991;2
C12409;+1 229-248-2022;3
C12410;+1 314-892-2568;1
C12411;+1 351-336-1800;0
C12412;+1 423-908-3469;0
C12413;+1 409-243-1912;2
C12414;+1 409-237-9918;1
C12415;+1 214-818-9796;0
C12416;+1 205-979-0863;1
C12417;+1 312-542-8524;2
C12418;+1 321-254-0465;3
C12419;+1 223-933-4886;3
C12420;+1 309-247-5170;0
C12421;+1 520-903-3446;0
C12422;+1 231-861-1814;0
C12423;+1 207-990-8475;0
C12424;+1 401-464-1101;1
C12425;+1 218-807-3122;0
C12426;+1 205-573-1669;0
C12427;+1 440-310-7628;2
C12428;+1 215-567-8508;0
C12429;+1 225-562-1447;2
C12430;+1 430-846-9297;1
C12431;+1 207-603-6560;2
C12432;+1 218-817-5097;3
C12433;+1 512-985-2483;0
C12434;+1 303-391-9918;2
C12435;+1 220-535-9567;1
C12436;+1 319-848-4348;1
C12437;+1 305-890-5193;1
C12438;+1 240-268-6159;2
C12439;+1 203-604-3597;1
C12440;+1 520-571-7477;0
C12441;+1 216-688-5035;1
C12442;+1 239-530-2566;0
C12443;+1 301-607-2765;1
C12444;+1 212-424-6546;0
C12445;+1 309-706-8312;1
C12446;+1 217-960-9059;2
C12447;+1 229-660-2404;0
C12448;+1 458-616-6120;3
C12449;+1 323-262-3519;2
C12450;+1 217-313-3250;2
C12451;+1 206-910-8273;1
C12452;+1 305-773-2938;3
C12453;+1 213-914-7224;3
C12454;+1 424-218-0160;0
C12455;+1 209-813-8174;1
C12456;+1 213-756-2285;2
C12457;+1 325-752-1604;2
C12458;+1 218-984-9987;3
C12459;+1 385-913-4418;3
C12460;+1 308-644-5942;3
C12461;+1 220-699-6300;3
C12462;+1 215-633-1238;3
C12463;+1 223-575-8015;3
C12464;+1 308-727-5269;1
C12465;+1 214-746-9621;2
C12466;+1 920-860-0648;0
C12467;+1 616-506-2477;2
C12468;+1 223-959-6827;0
C12469;+1 331-974-1893;3
C12470;+1 430-768-7816;2
C12471;+1 320-340-5887;0
C12472;+1 215-982-5525;3
C12473;+1 208-695-0485;2
C12474;+1 301-281-9068;0
C12475;+1 216-571-1248;2
C12476;+1 202-739-6864;1
C12477;+1 408-346-6101;0
C12478;+1 347-212-2769;0
C12479;+1 223-364-1274;1
C12480;+1 219-641-2539;2
C12481;+1 307-317-3003;1
C12482;+1 219-922-2630;0
C12483;+1 210-289-6892;3
C12484;+1 220-348-3024;0
C12485;+1 229-792-0483;0
C12486;+1 302-654-3171;3
C12487;+1 203-752-4014;1
C12488;+1 225-928-8331;3
C12489;+1 228-396-1918;0
C12490;+1 402-996-0234;1
C12491;+1 251-753-0409;1
C12492;+1 803-833-4255;2
C12493;+1 505-204-1888;3
C12494;+1 213-814-8668;1
C12495;+1 424-887-4132;2
C12497;+1 224-698-2387;3
C12498;+1 210-844-9761;2
C12499;+1 813-728-4326;3
C12500;+1 316-800-9393;3
C12501;+1 239-841-3466;0
C12502;+1 224-829-6402;0
C12503;+1 326-595-8997;1
C12504;+1 223-889-2748;3
C12505;+1 223-274-3269;1
C12506;+1 352-528-3116;3
C12507;+1 228-415-7780;1
C12508;+1 304-282-4101;0
C12509;+1 301-852-6267;1
C12510;+1 215-374-3415;2
C12511;+1 248-653-1499;3
C12512;+1 216-451-1466;1
C12513;+1 201-751-3402;0
C12514;+1 407-379-7533;1
C12515;+1 229-978-5423;1
C12516;+1 407-523-5255;3
C12517;+1 217-250-5357;0
C12518;+1 210-584-6169;3
C12519;+1 321-222-7870;3
C12520;+1 217-580-7947;3
C12521;+1 239-849-6458;1
C12522;+1 234-758-3299;2
C12523;+1 217-898-6266;3
C12524;+1 326-244-9652;3
C12525;+1 239-558-3201;3
C12526;+1 224-838-4814;0
C12527;+1 209-280-9971;1
C12528;+1 603-377-2267;1
C12529;+1 703-966-4010;3
C12530;+1 213-367-2691;3
C12531;+1 334-681-2157;3
C12532;+1 215-427-3087;3
C12533;+1 205-835-7453;0
C12534;+1 203-266-6712;0
C12535;+1 206-657-5583;0
C12536;+1 220-917-1886;0
C12537;+1 272-463-7505;3
C12538;+1 217-584-3280;2
C12539;+1 815-401-8108;2
C12540;+1 516-482-3186;1
C12541;+1 510-668-0024;1
C12542;+1 323-218-8231;0
C12543;+1 207-507-5600;2
C12544;+1 201-206-0384;3
C12545;+1 219-296-7043;3
C12546;+1 326-410-0497;0
C12547;+1 208-490-4368;0
C12548;+1 414-386-3992;1
C12549;+1 210-613-0679;2
C12550;+1 209-315-0278;3
C12551;+1 210-209-8704;3
C12552;+1 326-609-2882;1
C12553;+1 208-482-3684;1
C12554;+1 423-764-2393;1
C12555;+1 210-970-3436;2
C12556;+1 248-617-6563;2
C12557;+1 208-878-7851;2
C12558;+1 406-664-2885;0
C12559;+1 231-913-5342;1
C12560;+1 202-736-3190;0
C12561;+1 212-787-1715;1
C12562;+1 223-605-7946;1
C12563;+1 505-442-7597;3
C12564;+1 313-577-1882;0
C12565;+1 208-644-4190;1
C12566;+1 424-513-2621;2
C12567;+1 520-836-7710;2
C12568;+1 513-463-4221;0
C12569;+1 217-577-3657;2
C12570;+1 516-932-9188;0
C12571;+1 212-559-5388;0
C12572;+1 617-775-4706;1
C12573;+1 224-219-0533;3
C12574;+1 218-979-8651;1
C12575;+1 315-841-7314;0
C12576;+1 209-815-3574;1
C12577;+1 219-880-3054;1
C12578;+1 256-318-7088;1
C12579;+1 216-890-1427;2
C12580;+1 219-785-4967;0
C12581;+1 214-531-4376;0
C12582;+1 234-691-9084;2
C12583;+1 224-483-0386;3
C12584;+1 317-217-2866;3
C12585;+1 409-517-7614;0
C12586;+1 214-848-0446;2
C12587;+1 512-920-3657;2
C12588;+1 228-717-3403;0
C12589;+1 229-976-3156;3
C12590;+1 303-557-4462;2
C12591;+1 262-940-8673;3
C12592;+1 445-908-5116;3
C12593;+1 614-321-5871;1
C12594;+1 302-276-8107;2
C12595;+1 339-789-7158;3
C12596;+1 225-461-6945;1
C12597;+1 410-267-2438;1
C12598;+1 304-835-7801;0
C12599;+1 409-755-8333;3
C12600;+1 458-323-4034;0
C12601;+1 219-707-5352;0
C12602;+1 402-426-6929;0
C12603;+1 402-938-2722;1
C12604;+1 304-204-9418;2
C12605;+1 202-503-2054;2
C12606;+1 520-676-3722;1
C12607;+1 201-948-3245;0
C12608;+1 305-495-5027;0
C12609;+1 223-796-8360;3
C12610;+1 251-644-7222;1
C12611;+1 218-934-6932;1
C12612;+1 308-242-0156;0
C12613;+1 218-929-8883;2
C12614;+1 319-409-9419;1
C12615;+1 312-349-2614;3
C12616;+1 309-418-5628;1
C12617;+1 303-481-4140;1
C12618;+1 423-375-7255;3
C12619;+1 319-591-3737;1
C12620;+1 508-831-6802;2
C12621;+1 214-487-3989;1
C12622;+1 305-573-0021;3
C12623;+1 203-618-0788;1
C12624;+1 413-216-4950;3
C12625;+1 205-473-2471;1
C12626;+1 301-774-4825;2
C12627;+1 430-305-3806;0
C12628;+1 206-295-5953;1
C12629;+1 313-637-4453;2
C12630;+1 218-255-8288;2
C12631;+1 305-270-5673;1
C12632;+1 402-983-1513;2
C12633;+1 203-935-0822;0
C12634;+1 505-700-4349;2
C12635;+1 216-839-7335;2
C12636;+1 504-910-3019;2
C12637;+1 320-429-7782;1
C12638;+1 215-418-7014;2
C12639;+1 224-822-5319;3
C12640;+1 213-688-8099;2
C12641;+1 225-858-1802;2
C12642;+1 312-418-6967;1
C12643;+1 305-324-1742;0
C12644;+1 201-861-9464;0
C12645;+1 210-432-0375;1
C12646;+1 216-924-6292;1
C12647;+1 225-780-0458;1
C12648;+1 219-251-9842;3
C12650;+1 310-786-2533;2
C12651;+1 326-321-9636;1
C12652;+1 520-407-3166;1
C12653;+1 425-525-4655;1
C12654;+1 234-621-2314;1
C12655;+1 609-293-8003;2
C12656;+1 516-611-6058;2
C12657;+1 202-983-1148;0
C12658;+1 520-687-8859;2
C12659;+1 332-665-4930;3
C12660;+1 315-673-7246;3
C12661;+1 312-794-6832;0
C12663;+1 361-533-0923;1
C12664;+1 720-429-0972;1
C12665;+1 310-882-7585;2
C12666;+1 404-907-6132;0
C12667;+1 708-372-3993;3
C12668;+1 318-570-5021;2
C12669;+1 302-613-0815;0
C12670;+1 512-262-8521;0
C12671;+1 219-682-2441;3
C12672;+1 206-448-3078;3
C12673;+1 423-618-9393;0
C12674;+1 225-913-6100;3
C12675;+1 217-285-8865;1
C12676;+1 412-477-2034;0
C12677;+1 251-752-7599;1
C12678;+1 215-324-0654;2
C12679;+1 360-611-9022;0
C12680;+1 228-534-7113;2
C12681;+1 303-204-7027;2
C12682;+1 251-324-5394;3
C12683;+1 239-583-7593;0
C12684;+1 503-877-4964;3
C12685;+1 228-594-2997;2
C12686;+1 209-214-8813;1
C12687;+1 228-524-9616;3
C12688;+1 228-545-5940;0
C12689;+1 414-745-2862;0
C12690;+1 605-708-7112;3
C12691;+1 220-272-4983;2
C12692;+1 213-756-8410;3
C12693;+1 341-667-0674;0
C12694;+1 229-851-8593;3
C12695;+1 314-881-9963;3
C12696;+1 313-603-0893;2
C12697;+1 224-345-6817;0
C12698;+1 213-570-7433;1
C12699;+1 215-619-4162;0
C12700;+1 954-841-5983;0
C12701;+1 361-618-6651;0
C12702;+1 216-765-0080;2
C12703;+1 240-758-5259;2
C12704;+1 318-526-3675;3
C12705;+1 351-719-0839;2
C12706;+1 212-652-2228;3
C12707;+1 305-440-6385;2
C12708;+1 646-538-2985;1
C12709;+1 205-675-3822;0
C12710;+1 304-228-1863;1
C12712;+1 205-495-7541;0
C12713;+1 301-658-4206;0
C12714;+1 219-867-2197;1
C12715;+1 214-652-1229;1
C12716;+1 276-576-1569;1
C12717;+1 209-583-7187;3
C12718;+1 206-437-1426;2
C12719;+1 231-557-1283;2
C12720;+1 317-804-7547;1
C12721;+1 505-315-1434;2
C12722;+1 209-992-6288;1
C12723;+1 202-847-0497;3
C12724;+1 419-363-3474;3
C12725;+1 432-984-6418;1
C12726;+1 304-877-0110;0
C12727;+1 207-498-9971;3
C12728;+1 424-789-9387;2
C12729;+1 309-675-7114;3
C12730;+1 218-453-9458;2
C12731;+1 307-713-8016;3
C12732;+1 212-875-2636;2
C12733;+1 520-657-7955;1
C12734;+1 231-720-5340;3
C12735;+1 304-412-9818;2
C12736;+1 217-310-2284;2
C12737;+1 210-818-7881;2
C12738;+1 225-341-8857;2
C12739;+1 717-568-9968;1
C12740;+1 405-681-4952;3
C12741;+1 415-913-1921;3
C12742;+1 218-851-2670;0
C12743;+1 207-888-1913;1
C12744;+1 430-554-0074;1
C12745;+1 313-691-1692;3
C12746;+1 304-324-2254;3
C12747;+1 218-616-0356;3
C12748;+1 216-918-9273;1
C12749;+1 209-924-7677;3
C12750;+1 213-559-5676;0
C12751;+1 248-699-6285;2
C12752;+1 313-890-5741;2
C12753;+1 332-742-8116;0
C12754;+1 605-691-8143;0
C12755;+1 214-556-0467;3
C12756;+1 341-330-6813;0
C12757;+1 215-902-8414;1
C12758;+1 229-882-1368;3
C12759;+1 216-683-3224;2
C12760;+1 213-814-8931;1
C12761;+1 229-296-8543;3
C12762;+1 218-456-7718;2
C12763;+1 539-693-7536;1
C12764;+1 220-988-4922;2
C12765;+1 217-529-5995;2
C12766;+1 212-962-9798;3
C12767;+1 413-497-3516;2
C12768;+1 307-602-8544;3
C12769;+1 313-818-9395;0
C12770;+1 217-506-7275;1
C12771;+1 301-372-7217;1
C12772;+1 509-316-6910;2
C12773;+1 207-577-1758;3
C12774;+1 229-372-1635;0
C12775;+1 209-759-1973;3
C12776;+1 215-371-7859;1
C12777;+1 316-910-6465;0
C12778;+1 301-486-7131;3
C12779;+1 234-295-1521;0
C12780;+1 314-697-4801;3
C12781;+1 223-965-2215;2
C12782;+1 223-762-8628;2
C12783;+1 213-840-0651;0
C12784;+1 225-538-9647;2
C12786;+1 231-233-2116;2
C12787;+1 531-395-4548;0
C12788;+1 231-302-8475;1
C12789;+1 225-751-5882;1
C12790;+1 321-263-3840;2
C12791;+1 302-601-7396;3
C12792;+1 801-557-4679;2
C12793;+1 219-645-7983;2
C12794;+1 215-954-8151;3
C12795;+1 213-804-7304;1
C12796;+1 321-594-9999;3
C12797;+1 228-259-3074;0
C12798;+1 214-354-7883;3
C12799;+1 210-439-7118;1
C12800;+1 408-823-9359;0
C12801;+1 530-926-2113;0
C12802;+1 302-655-3393;1
C12803;+1 423-484-2814;3
C12804;+1 305-387-6437;1
C12805;+1 206-205-0526;3
C12806;+1 385-800-9449;0
C12807;+1 214-961-2090;0
C12808;+1 201-592-8551;0
C12809;+1 212-920-8749;0
C12810;+1 303-472-2120;3
C12811;+1 315-888-7064;3
